,Gender,Age,Debt,MaritalStatus,BankCustomer,EducationLevel,YearsEmployed,Default,Employed,CreditScore,DriversLicense,Citizen,PostalCode,Income,ApprovalStatus
309,Male,31.75,3,y,0,j,0,1,f,409,f,TRUE,160,20,FALSE
310,Male,24.83,4.5,u,1,w,1,1,f,39,t,TRUE,360,6,FALSE
311,Female,19,1.75,y,0,c,2.335,0,f,885,t,TRUE,112,6,FALSE
312,Male,16.33,0.21,u,1,aa,0.125,1,f,123,f,TRUE,200,1,FALSE
313,Male,18.58,10,u,1,d,0.415,1,f,47,f,TRUE,80,42,FALSE
314,Female,16.25,0,y,0,aa,0.25,1,f,490,f,TRUE,60,0,FALSE
315,Female,23,0.75,u,1,m,0.5,0,f,758,t,FALSE,320,0,FALSE
316,Female,21.17,0.25,y,0,c,0.25,0,f,672,f,TRUE,280,204,FALSE
317,Female,17.5,22,l,11,ff,0,0,f,1444,t,p,450,100000,TRUE
318,Female,19.17,0,y,0,m,0,0,f,974,t,FALSE,500,1,TRUE
319,Female,36.75,0.125,y,0,c,1.5,0,f,751,t,TRUE,232,113,TRUE
320,Female,21.25,1.5,u,1,w,1.5,0,f,1598,f,TRUE,150,8,TRUE
321,Male,18.08,0.375,l,11,cc,10,0,f,730,t,FALSE,300,0,TRUE
322,Male,33.67,0.375,u,1,cc,0.375,0,f,1387,f,TRUE,300,44,TRUE
323,Female,48.58,0.205,y,0,k,0.25,0,t,1595,f,TRUE,380,2732,TRUE
324,Female,33.67,1.25,u,1,w,1.165,1,f,614,f,TRUE,120,0,FALSE
325,Male,29.5,1.085,y,0,x,1,1,f,97,f,TRUE,280,13,FALSE
326,Female,30.17,1.085,y,0,c,0.04,1,f,275,f,TRUE,170,179,FALSE
327,?,40.83,3.5,u,1,i,0.5,0,f,651,f,FALSE,1160,0,FALSE
328,Female,34.83,2.5,y,0,w,3,0,f,831,f,FALSE,200,0,FALSE
329,Female,?,4,y,0,i,0.085,1,f,180,t,TRUE,411,0,FALSE
330,Female,20.42,0,?,?,?,0,1,f,498,f,p,?,0,FALSE
331,Male,33.25,2.5,y,0,c,2.5,1,f,223,t,TRUE,0,2,FALSE
332,Female,34.08,2.5,u,1,c,1,1,f,377,f,TRUE,460,16,FALSE
333,Male,25.25,12.5,u,1,d,1,0,f,653,t,TRUE,180,1062,FALSE
334,Female,34.75,2.5,u,1,cc,0.5,1,f,217,f,TRUE,348,0,FALSE
335,Female,27.67,0.75,u,1,q,0.165,0,f,864,t,TRUE,220,251,FALSE
336,Female,47.33,6.5,u,1,c,1,0,f,796,t,TRUE,0,228,FALSE
337,Male,34.83,1.25,y,0,i,0.5,1,f,321,t,TRUE,160,0,FALSE
338,Male,33.25,3,y,0,aa,2,0,f,870,f,TRUE,180,0,FALSE
339,Female,28,3,u,1,w,0.75,1,f,224,t,TRUE,300,67,FALSE
340,Male,39.08,4,u,1,c,3,0,f,687,f,TRUE,480,0,FALSE
341,Female,42.75,4.085,u,1,aa,0.04,1,f,64,f,TRUE,108,100,FALSE
342,Female,26.92,2.25,u,1,i,0.5,1,f,423,t,TRUE,640,4000,FALSE
343,Female,33.75,2.75,u,1,i,0,1,f,130,f,TRUE,180,0,FALSE
344,Female,38.92,1.75,u,1,k,0.5,1,f,505,t,TRUE,300,2,FALSE
345,Female,62.75,7,u,1,e,0,1,f,319,f,TRUE,0,12,FALSE
346,?,32.25,1.5,u,1,c,0.25,1,f,538,t,TRUE,372,122,FALSE
347,Female,26.75,4.5,y,0,c,2.5,1,f,431,f,TRUE,200,1210,FALSE
348,Female,63.33,0.54,u,1,c,0.585,1,t,165,t,TRUE,180,0,FALSE
349,Female,27.83,1.5,u,1,w,2.25,0,t,773,t,TRUE,100,3,FALSE
350,Male,26.17,2,u,1,j,0,1,f,97,t,TRUE,276,1,FALSE
351,Female,22.17,0.585,y,0,ff,0,1,f,180,f,TRUE,100,0,FALSE
352,Female,22.5,11.5,y,0,m,1.5,1,f,618,t,TRUE,0,4000,FALSE
353,Female,30.75,1.585,u,1,d,0.585,1,f,71,t,FALSE,0,0,FALSE
354,Female,36.67,2,u,1,i,0.25,0,f,720,t,TRUE,221,0,FALSE
355,Male,16,0.165,u,1,aa,1,1,t,46,t,TRUE,320,1,FALSE
356,Female,41.17,1.335,u,1,d,0.165,0,f,844,f,TRUE,168,0,FALSE
357,Male,19.5,0.165,u,1,q,0.04,1,f,180,t,TRUE,380,0,FALSE
358,Female,32.42,3,u,1,d,0.165,0,f,670,t,TRUE,120,0,FALSE
359,Male,36.75,4.71,u,1,ff,0,1,f,19,f,TRUE,160,0,FALSE
360,Male,30.25,5.5,u,1,k,5.5,1,f,384,t,FALSE,100,0,FALSE
361,Female,23.08,2.5,u,1,ff,0.085,1,f,524,t,TRUE,100,4208,FALSE
362,Female,26.83,0.54,u,1,k,0,1,f,52,f,TRUE,100,0,FALSE
363,Female,16.92,0.335,y,0,k,0.29,0,f,754,f,FALSE,200,0,FALSE
364,Female,24.42,2,u,1,e,0.165,1,t,575,f,TRUE,320,1300,FALSE
365,Female,42.83,1.25,u,1,m,13.875,1,t,253,t,TRUE,352,112,FALSE
366,Male,22.75,6.165,u,1,aa,0.165,1,f,393,f,TRUE,220,1000,FALSE
367,Female,39.42,1.71,y,0,m,0.165,0,f,900,f,FALSE,400,0,FALSE
368,Male,23.58,11.5,y,0,k,3,1,f,433,t,TRUE,20,16,FALSE
369,Female,21.42,0.75,y,0,r,0.75,1,f,269,t,TRUE,132,2,FALSE
370,Female,33,2.5,y,0,w,7,1,f,597,t,TRUE,280,0,FALSE
371,Female,26.33,13,u,1,e,0,1,f,148,t,TRUE,140,1110,FALSE
372,Male,45,4.585,u,1,k,1,1,f,149,t,FALSE,240,0,FALSE
373,Female,26.25,1.54,u,1,w,0.125,0,f,797,f,TRUE,100,0,FALSE
374,?,28.17,0.585,u,1,aa,0.04,1,f,94,f,TRUE,260,1004,FALSE
375,Male,20.83,0.5,y,0,e,1,0,f,797,f,TRUE,260,0,FALSE
376,Female,28.67,14.5,u,1,d,0.125,1,f,0,f,TRUE,0,286,FALSE
377,Female,20.67,0.835,y,0,c,2,1,f,179,t,FALSE,240,0,FALSE
378,Female,34.42,1.335,u,1,i,0.125,1,f,434,t,TRUE,440,4500,FALSE
379,Female,33.58,0.25,u,1,i,4,1,f,595,t,FALSE,420,0,FALSE
380,Female,43.17,5,u,1,i,2.25,1,f,571,t,TRUE,141,0,FALSE
381,Male,22.67,7,u,1,c,0.165,0,f,706,f,TRUE,160,0,FALSE
382,Male,24.33,2.5,y,0,i,4.5,1,f,36,f,TRUE,200,456,FALSE
383,Male,56.83,4.25,y,0,ff,5,1,f,368,t,TRUE,0,4,FALSE
384,Female,22.08,11.46,u,1,k,1.585,1,f,529,t,TRUE,100,1212,FALSE
385,Female,34,5.5,y,0,c,1.5,0,f,731,t,TRUE,60,0,FALSE
386,Female,22.58,1.5,y,0,aa,0.54,1,f,392,t,TRUE,120,67,FALSE
387,Female,21.17,0,u,1,c,0.5,1,f,317,t,FALSE,0,0,FALSE
388,Female,26.67,14.585,u,1,i,0,0,f,874,t,TRUE,178,0,FALSE
389,Female,22.92,0.17,u,1,m,0.085,1,f,397,f,FALSE,0,0,FALSE
390,Female,15.17,7,u,1,e,1,1,f,178,f,TRUE,600,0,FALSE
391,Female,39.92,5,u,1,i,0.21,1,f,150,f,TRUE,550,0,FALSE
392,Female,27.42,12.5,u,1,aa,0.25,1,f,48,t,TRUE,720,0,FALSE
393,Female,24.75,0.54,u,1,m,1,0,f,790,t,TRUE,120,1,FALSE
394,Female,41.17,1.25,y,0,w,0.25,0,f,899,f,TRUE,0,195,FALSE
395,Male,33.08,1.625,u,1,d,0.54,1,f,233,t,TRUE,0,0,FALSE
396,Female,29.83,2.04,y,0,x,0.04,1,f,634,f,TRUE,128,1,FALSE
397,Male,23.58,0.585,y,0,ff,0.125,1,f,236,f,TRUE,120,87,FALSE
398,Female,26.17,12.5,y,0,k,1.25,1,f,69,t,TRUE,0,17,FALSE
399,Female,31,2.085,u,1,c,0.085,1,f,159,f,TRUE,300,0,FALSE
400,Female,20.75,5.085,y,0,j,0.29,1,f,164,f,TRUE,140,184,FALSE
401,Female,28.92,0.375,u,1,c,0.29,1,f,543,f,TRUE,220,140,FALSE
402,Male,51.92,6.5,u,1,i,3.085,1,f,16,t,TRUE,73,0,FALSE
403,Male,22.67,0.335,u,1,q,0.75,1,f,544,f,FALSE,160,0,FALSE
404,Female,34,5.085,y,0,i,1.085,0,f,776,t,TRUE,480,0,FALSE
405,Male,69.5,6,u,1,ff,0,1,f,551,f,FALSE,0,0,FALSE
406,Male,40.33,8.125,y,0,k,0.165,1,t,292,f,TRUE,?,18,FALSE
407,Male,19.58,0.665,y,0,c,1,1,t,341,f,TRUE,2000,2,FALSE
408,Female,16,3.125,u,1,w,0.085,1,t,334,f,TRUE,0,6,FALSE
409,Female,17.08,0.25,u,1,q,0.335,0,t,900,f,TRUE,160,8,FALSE
410,Female,31.25,2.835,u,1,ff,0,0,t,878,f,TRUE,176,146,FALSE
411,Female,25.17,3,u,1,c,1.25,1,t,639,f,TRUE,0,22,FALSE
412,Male,22.67,0.79,u,1,i,0.085,1,f,461,f,TRUE,144,0,FALSE
413,Female,40.58,1.5,u,1,i,0,1,f,54,f,FALSE,300,0,FALSE
414,Female,22.25,0.46,u,1,k,0.125,0,f,802,t,TRUE,280,55,FALSE
415,Male,22.25,1.25,y,0,ff,3.25,1,f,98,f,TRUE,280,0,FALSE
416,Female,22.5,0.125,y,0,k,0.125,1,f,37,f,TRUE,200,70,FALSE
417,Female,23.58,1.79,u,1,c,0.54,0,f,865,t,TRUE,136,1,FALSE
418,Female,38.42,0.705,u,1,c,0.375,1,t,501,f,TRUE,225,500,FALSE
419,Male,26.58,2.54,y,0,ff,0,0,f,792,t,TRUE,180,60,FALSE
420,Female,35,2.5,u,1,i,1,0,f,733,t,TRUE,210,0,FALSE
421,Female,20.42,1.085,u,1,q,1.5,1,f,422,f,TRUE,108,7,FALSE
422,Female,29.42,1.25,u,1,w,1.75,1,f,494,f,TRUE,200,0,FALSE
423,Female,26.17,0.835,u,1,cc,1.165,1,f,603,f,TRUE,100,0,FALSE
424,Female,33.67,2.165,u,1,c,1.5,1,f,513,f,p,120,0,FALSE
425,Female,24.58,1.25,u,1,c,0.25,0,f,888,f,TRUE,110,0,FALSE
426,Male,27.67,2.04,u,1,w,0.25,0,f,724,t,TRUE,180,50,FALSE
427,Female,37.5,0.835,u,1,e,0.04,1,f,93,f,TRUE,120,5,FALSE
428,Female,49.17,2.29,u,1,ff,0.29,0,f,738,f,TRUE,200,3,FALSE
429,Female,33.58,0.335,y,0,cc,0.085,1,f,451,f,TRUE,180,0,FALSE
430,Female,51.83,3,y,0,ff,1.5,1,f,134,f,TRUE,180,4,FALSE
431,Female,22.92,3.165,y,0,c,0.165,1,f,500,f,TRUE,160,1058,FALSE
432,Female,21.83,1.54,u,1,k,0.085,1,f,185,t,TRUE,356,0,FALSE
433,Female,25.25,1,u,1,aa,0.5,1,f,75,f,TRUE,200,0,FALSE
434,Female,58.58,2.71,u,1,c,2.415,1,f,0,t,TRUE,320,0,FALSE
435,Female,19,0,y,0,ff,0,1,t,70,f,TRUE,45,1,FALSE
436,Female,19.58,0.585,u,1,ff,0,1,t,180,f,TRUE,350,769,FALSE
437,Male,53.33,0.165,u,1,ff,0,1,f,323,t,FALSE,62,27,FALSE
438,Male,27.17,1.25,u,1,ff,0,1,t,215,f,TRUE,92,300,FALSE
439,Female,25.92,0.875,u,1,k,0.375,1,t,13,t,TRUE,174,3,FALSE
440,Female,23.08,0,u,1,k,1,0,t,691,f,FALSE,0,0,FALSE
441,Female,39.58,5,u,1,ff,0,1,t,550,f,TRUE,17,1,FALSE
442,Female,30.58,2.71,y,0,m,0.125,1,f,315,t,FALSE,80,0,FALSE
443,Female,17.25,3,u,1,k,0.04,1,f,326,t,TRUE,160,40,FALSE
444,Male,17.67,0,y,0,j,0,1,f,225,f,TRUE,86,0,FALSE
445,Male,?,11.25,u,1,ff,0,0,f,822,f,TRUE,?,5200,FALSE
446,Female,16.5,0.125,u,1,c,0.165,0,f,784,f,TRUE,132,0,FALSE
447,Male,27.33,1.665,u,1,ff,0,1,f,228,f,TRUE,340,1,FALSE
448,Female,31.25,1.125,u,1,ff,0,0,t,807,f,TRUE,96,19,FALSE
449,Female,20,7,u,1,c,0.5,1,f,628,f,TRUE,0,0,FALSE
450,Female,?,3,y,0,i,7,0,f,743,f,TRUE,0,1,FALSE
451,Female,39.5,1.625,u,1,c,1.5,0,f,696,f,TRUE,0,316,FALSE
452,Female,36.5,4.25,u,1,q,3.5,1,f,140,f,TRUE,454,50,FALSE
453,?,29.75,0.665,u,1,w,0.25,0,f,841,t,TRUE,300,0,FALSE
454,Female,52.42,1.5,u,1,d,3.75,1,f,497,t,TRUE,0,350,FALSE
455,Female,36.17,18.125,u,1,w,0.085,0,f,678,f,TRUE,320,3552,FALSE
456,Female,34.58,0,?,?,?,0,1,f,235,f,p,?,0,FALSE
457,Female,29.67,0.75,y,0,c,0.04,1,f,258,f,TRUE,240,0,FALSE
458,Female,36.17,5.5,u,1,i,5,0,f,890,f,TRUE,210,687,FALSE
459,Female,25.67,0.29,y,0,c,1.5,1,f,328,t,TRUE,160,0,FALSE
460,Male,24.5,2.415,y,0,c,0,0,f,838,f,TRUE,120,0,FALSE
461,Female,24.08,0.875,u,1,m,0.085,0,t,659,f,TRUE,254,1950,FALSE
462,Female,21.92,0.5,u,1,c,0.125,1,f,141,f,TRUE,360,0,FALSE
463,Male,36.58,0.29,u,1,ff,0,0,t,849,f,TRUE,200,18,FALSE
464,Male,23,1.835,u,1,j,0,1,t,138,f,TRUE,200,53,FALSE
465,Male,27.58,3,u,1,m,2.79,1,t,417,t,TRUE,280,10,FALSE
466,Female,31.08,3.085,u,1,c,2.5,1,t,414,t,TRUE,160,41,FALSE
467,Male,30.42,1.375,u,1,w,0.04,1,t,355,f,TRUE,0,33,FALSE
468,Female,22.08,2.335,u,1,k,0.75,1,f,177,f,TRUE,180,0,FALSE
469,Female,16.33,4.085,u,1,i,0.415,1,f,297,t,TRUE,120,0,FALSE
470,Male,21.92,11.665,u,1,k,0.085,0,f,786,f,TRUE,320,5,FALSE
471,Female,21.08,4.125,y,0,i,0.04,1,f,283,f,TRUE,140,100,FALSE
472,Female,17.42,6.5,u,1,i,0.125,1,f,546,f,TRUE,60,100,FALSE
473,Female,19.17,4,y,0,i,1,1,f,638,t,TRUE,360,1000,FALSE
474,Female,20.67,0.415,u,1,c,0.125,1,f,426,f,TRUE,0,44,FALSE
475,Female,26.75,2,u,1,d,0.75,0,f,774,t,TRUE,80,0,FALSE
476,Female,23.58,0.835,u,1,i,0.085,1,f,193,t,TRUE,220,5,FALSE
477,Female,39.17,2.5,y,0,i,10,1,f,121,t,FALSE,200,0,FALSE
478,Female,22.75,11.5,u,1,i,0.415,1,f,346,f,TRUE,0,0,FALSE
479,?,26.5,2.71,y,0,?,0.085,0,f,801,f,FALSE,80,0,FALSE
480,Male,16.92,0.5,u,1,i,0.165,1,t,253,t,TRUE,240,35,FALSE
481,Female,23.5,3.165,y,0,k,0.415,0,t,896,t,TRUE,280,80,FALSE
482,Male,17.33,9.5,u,1,aa,1.75,1,t,50,t,TRUE,0,10,FALSE
483,Female,23.75,0.415,y,0,c,0.04,1,t,140,f,TRUE,128,6,FALSE
484,Female,34.67,1.08,u,1,m,1.165,0,f,782,f,FALSE,28,0,FALSE
485,Female,74.83,19,y,0,ff,0.04,1,t,564,f,TRUE,0,351,FALSE
486,Female,28.17,0.125,y,0,k,0.085,1,f,318,f,TRUE,216,2100,FALSE
487,Female,24.5,13.335,y,0,aa,0.04,0,f,821,t,TRUE,120,475,FALSE
488,Female,18.83,3.54,y,0,ff,0,0,f,729,t,TRUE,180,1,FALSE
489,?,45.33,1,u,1,q,0.125,1,f,405,t,TRUE,263,0,FALSE
490,Male,47.25,0.75,u,1,q,2.75,0,t,1775,f,TRUE,333,892,TRUE
491,Female,24.17,0.875,u,1,q,4.625,0,t,1734,t,TRUE,520,2000,TRUE
492,Female,39.25,9.5,u,1,m,6.5,0,t,1668,f,TRUE,240,4607,TRUE
493,Male,20.5,11.835,u,1,c,6,0,f,1072,f,TRUE,340,0,TRUE
494,Male,18.83,4.415,y,0,c,3,0,f,1488,f,TRUE,240,0,TRUE
495,Female,19.17,9.5,u,1,w,1.5,0,f,1391,f,TRUE,120,2206,TRUE
496,Male,25,0.875,u,1,x,1.04,0,f,890,t,TRUE,160,5860,TRUE
497,Female,20.17,9.25,u,1,c,1.665,0,t,1611,t,TRUE,40,28,TRUE
498,Female,25.75,0.5,u,1,c,1.46,0,t,1592,t,TRUE,312,0,TRUE
499,Female,20.42,7,u,1,c,1.625,0,t,1388,f,TRUE,200,1391,TRUE
500,Female,?,4,u,1,x,5,0,t,1096,t,TRUE,290,2279,TRUE
501,Female,39,5,u,1,cc,3.5,0,t,1131,t,TRUE,0,0,TRUE
502,Male,64.08,0.165,u,1,ff,0,0,t,924,f,TRUE,232,100,TRUE
503,Female,28.25,5.125,u,1,x,4.75,0,t,902,f,TRUE,420,7,TRUE
504,Male,28.75,3.75,u,1,c,1.085,0,t,838,t,TRUE,371,0,TRUE
505,Female,31.33,19.5,u,1,c,7,0,t,1079,f,TRUE,0,5000,TRUE
506,Male,18.92,9,u,1,aa,0.75,0,t,814,f,TRUE,88,591,TRUE
507,Male,24.75,3,u,1,q,1.835,0,t,1384,f,TRUE,0,500,TRUE
508,Male,30.67,12,u,1,c,2,0,t,1617,f,TRUE,220,19,TRUE
509,Female,21,4.79,y,0,w,2.25,0,t,1568,t,TRUE,80,300,TRUE
510,Female,13.75,4,y,0,w,1.75,0,t,1865,t,TRUE,120,1000,TRUE
511,Male,46,4,u,1,j,0,0,f,1868,f,TRUE,100,960,TRUE
512,Male,44.33,0,u,1,c,2.5,0,f,1814,f,TRUE,0,0,TRUE
513,Female,20.25,9.96,u,1,e,0,0,f,975,f,TRUE,0,0,TRUE
514,Female,22.67,2.54,y,0,c,2.585,0,f,1867,f,TRUE,0,0,TRUE
515,Female,?,10.5,u,1,x,6.5,0,f,828,f,TRUE,0,0,TRUE
516,Male,60.92,5,u,1,aa,4,0,t,1727,f,TRUE,0,99,TRUE
517,Female,16.08,0.75,u,1,c,1.75,0,t,1549,t,TRUE,352,690,TRUE
518,Male,28.17,0.375,u,1,q,0.585,0,t,981,f,TRUE,80,0,TRUE
519,Female,39.17,1.71,u,1,x,0.125,0,t,1802,t,TRUE,480,0,TRUE
520,?,20.42,7.5,u,1,k,1.5,0,t,1751,f,TRUE,160,234,TRUE
521,Male,30,5.29,u,1,e,2.25,0,t,1681,t,TRUE,99,500,TRUE
522,Female,22.83,3,u,1,m,1.29,0,t,1014,f,TRUE,260,800,TRUE
523,Male,22.5,8.5,u,1,q,1.75,1,t,438,f,TRUE,80,990,FALSE
524,Male,28.58,1.665,u,1,q,2.415,0,f,701,t,TRUE,440,0,FALSE
525,Female,45.17,1.5,u,1,c,2.5,1,f,448,t,TRUE,140,0,FALSE
526,Female,41.58,1.75,u,1,k,0.21,1,f,425,f,TRUE,160,0,FALSE
527,Male,57.08,0.335,u,1,i,1,1,f,125,t,TRUE,252,2197,FALSE
528,Male,55.75,7.08,u,1,k,6.75,0,t,772,t,TRUE,100,50,FALSE
529,Female,43.25,25.21,u,1,q,0.21,1,t,568,f,TRUE,760,90,FALSE
530,Male,25.33,2.085,u,1,c,2.75,1,f,424,t,TRUE,360,1,FALSE
531,Male,24.58,0.67,u,1,aa,1.75,0,f,665,f,TRUE,400,0,FALSE
532,Female,43.17,2.25,u,1,i,0.75,1,f,360,f,TRUE,560,0,FALSE
533,Female,40.92,0.835,u,1,ff,0,1,f,263,f,TRUE,130,1,FALSE
534,Female,31.83,2.5,u,1,aa,7.5,1,f,124,t,TRUE,523,0,FALSE
535,Male,33.92,1.585,y,0,ff,0,0,f,793,f,TRUE,320,0,FALSE
536,Male,24.92,1.25,u,1,ff,0,1,f,144,f,TRUE,80,0,FALSE
537,Female,35.25,3.165,u,1,x,3.75,0,f,823,t,TRUE,680,0,FALSE
538,Female,34.25,1.75,u,1,w,0.25,1,f,483,t,TRUE,163,0,FALSE
539,Female,80.25,5.5,u,1,?,0.54,1,f,437,f,TRUE,0,340,FALSE
540,Female,19.42,1.5,y,0,cc,2,0,f,775,t,TRUE,100,20,FALSE
541,Female,42.75,3,u,1,i,1,1,f,634,f,TRUE,0,200,FALSE
542,Female,19.67,10,y,0,k,0.835,1,f,373,t,TRUE,140,0,FALSE
543,Female,36.33,3.79,u,1,w,1.165,0,f,875,t,TRUE,200,0,FALSE
544,Female,30.08,1.04,y,0,i,0.5,0,t,722,t,TRUE,132,28,FALSE
545,Female,44.25,11,y,0,d,1.5,0,f,718,f,FALSE,0,0,FALSE
546,Female,23.58,0.46,y,0,w,2.625,1,t,130,t,TRUE,208,347,FALSE
547,Female,23.92,1.5,u,1,d,1.875,0,t,1378,f,TRUE,200,327,TRUE
548,Female,33.17,1,u,1,x,0.75,0,t,922,t,TRUE,340,4071,TRUE
549,Female,48.33,12,u,1,m,16,0,f,1019,f,FALSE,110,0,TRUE
550,Female,76.75,22.29,u,1,e,12.75,0,t,797,t,TRUE,0,109,TRUE
551,Female,51.33,10,u,1,i,0,0,t,1026,f,TRUE,0,1249,TRUE
552,Female,34.75,15,u,1,r,5.375,0,t,1225,t,TRUE,0,134,TRUE
553,Female,38.58,3.335,u,1,w,4,0,t,1497,f,TRUE,383,1344,TRUE
554,Male,22.42,11.25,y,0,x,0.75,0,t,708,f,TRUE,0,321,TRUE
555,Female,41.92,0.42,u,1,c,0.21,0,t,746,f,TRUE,220,948,TRUE
556,Female,29.58,4.5,u,1,w,7.5,0,t,1500,t,TRUE,330,0,TRUE
557,Male,32.17,1.46,u,1,w,1.085,0,t,1726,f,TRUE,120,2079,TRUE
558,Female,51.42,0.04,u,1,x,0.04,0,f,1429,f,TRUE,0,3000,TRUE
559,Male,22.83,2.29,u,1,q,2.29,0,t,1016,t,TRUE,140,2384,TRUE
560,Male,25,12.33,u,1,cc,3.5,0,t,1415,f,TRUE,400,458,TRUE
561,Female,26.75,1.125,u,1,x,1.25,0,f,1403,f,TRUE,0,5298,TRUE
562,Female,23.33,1.5,u,1,c,1.415,0,f,1536,f,TRUE,422,200,TRUE
563,Female,24.42,12.335,u,1,q,1.585,0,f,1137,t,TRUE,120,0,TRUE
564,Female,42.17,5.04,u,1,q,12.75,0,f,1551,t,TRUE,92,0,TRUE
565,Male,20.83,3,u,1,aa,0.04,0,f,1742,f,TRUE,100,0,TRUE
566,Female,23.08,11.5,u,1,w,2.125,0,t,988,t,TRUE,290,284,TRUE
567,Male,25.17,2.875,u,1,x,0.875,0,f,761,f,TRUE,360,0,TRUE
568,Female,43.08,0.375,y,0,c,0.375,0,t,1753,t,TRUE,300,162,TRUE
569,Male,35.75,0.915,u,1,aa,0.75,0,t,1794,f,TRUE,0,1583,TRUE
570,Female,59.5,2.75,u,1,w,1.75,0,t,766,t,TRUE,60,58,TRUE
571,Female,21,3,y,0,d,1.085,0,t,1813,t,TRUE,160,1,TRUE
572,Female,21.92,0.54,y,0,x,0.04,0,t,877,t,TRUE,840,59,TRUE
573,Male,65.17,14,u,1,ff,0,0,t,708,t,TRUE,0,1400,TRUE
574,Male,20.33,10,u,1,c,1,0,t,1361,f,TRUE,50,1465,TRUE
575,Female,32.25,0.165,y,0,c,3.25,0,t,1561,t,TRUE,432,8000,TRUE
576,Female,30.17,0.5,u,1,c,1.75,0,t,776,f,TRUE,32,540,TRUE
577,Female,25.17,6,u,1,c,1,0,t,1243,f,TRUE,0,0,TRUE
578,Female,39.17,1.625,u,1,c,1.5,0,t,1544,f,TRUE,186,4700,TRUE
579,Female,39.08,6,u,1,m,1.29,0,t,1829,t,TRUE,108,1097,TRUE
580,Female,31.67,0.83,u,1,x,1.335,0,t,1505,t,TRUE,303,3290,TRUE
581,Female,41,0.04,u,1,e,0.04,0,t,1900,f,FALSE,560,0,TRUE
582,Female,48.5,4.25,u,1,m,0.125,0,f,1299,t,TRUE,225,0,TRUE
583,Female,32.67,9,y,0,w,5.25,0,f,1110,t,TRUE,154,0,TRUE
584,Male,28.08,15,y,0,e,0,0,f,1101,f,TRUE,0,13212,TRUE
585,Female,73.42,17.75,u,1,ff,0,0,f,701,t,TRUE,0,0,TRUE
586,Female,64.08,20,u,1,x,17.5,0,t,1533,t,TRUE,0,1000,TRUE
587,Female,51.58,15,u,1,c,8.5,0,t,1611,f,TRUE,0,0,TRUE
588,Female,26.67,1.75,y,0,c,1,0,t,1844,t,TRUE,160,5777,TRUE
589,Female,25.33,0.58,u,1,c,0.29,0,t,780,t,TRUE,96,5124,TRUE
590,Female,30.17,6.5,u,1,cc,3.125,0,t,1022,f,TRUE,330,1200,TRUE
591,Female,27,0.75,u,1,c,4.25,0,t,1207,t,TRUE,312,150,TRUE
592,Female,23.17,0,?,?,?,0,0,f,1348,f,p,?,0,TRUE
593,Female,34.17,5.25,u,1,w,0.085,0,f,1602,t,TRUE,290,6,TRUE
594,Female,38.67,0.21,u,1,k,0.085,0,f,728,t,TRUE,280,0,TRUE
595,Female,25.75,0.75,u,1,c,0.25,0,f,1663,f,TRUE,349,23,TRUE
596,Male,46.08,3,u,1,c,2.375,0,t,1181,t,TRUE,396,4159,TRUE
597,Male,21.5,6,u,1,aa,2.5,0,t,866,f,TRUE,80,918,TRUE
598,?,20.08,0.125,u,1,q,1,0,t,854,f,TRUE,240,768,TRUE
599,Female,20.5,2.415,u,1,c,2,0,t,1239,t,TRUE,200,3000,TRUE
600,Male,29.5,0.46,u,1,k,0.54,0,t,1087,f,TRUE,380,500,TRUE
601,?,42.25,1.75,y,0,?,0,0,f,865,t,TRUE,150,1,FALSE
602,Female,29.83,1.25,y,0,k,0.25,1,f,460,f,TRUE,224,0,FALSE
603,Female,20.08,0.25,u,1,q,0.125,0,f,667,f,TRUE,200,0,FALSE
604,Female,23.42,0.585,u,1,c,0.085,1,f,422,f,TRUE,180,0,FALSE
605,Male,29.58,1.75,y,0,k,1.25,1,f,630,t,TRUE,280,0,FALSE
606,Female,16.17,0.04,u,1,c,0.04,0,f,1602,f,TRUE,0,0,TRUE
607,Female,32.33,3.5,u,1,k,0.5,1,f,387,t,TRUE,232,0,FALSE
608,Female,?,0.04,y,0,d,4.25,0,f,781,t,TRUE,460,0,FALSE
609,Female,47.83,4.165,u,1,x,0.085,0,f,741,t,TRUE,520,0,FALSE
610,Female,20,1.25,y,0,k,0.125,1,f,41,f,TRUE,140,4,FALSE
611,Female,27.58,3.25,y,0,q,5.085,1,t,44,t,TRUE,369,1,FALSE
612,Female,22,0.79,u,1,w,0.29,0,t,858,f,TRUE,420,283,FALSE
613,Female,19.33,10.915,u,1,c,0.585,1,t,110,t,TRUE,200,7,FALSE
614,Male,38.33,4.415,u,1,c,0.125,1,f,610,f,TRUE,160,0,FALSE
615,Female,29.42,1.25,u,1,c,0.25,0,t,900,t,TRUE,400,108,FALSE
616,Female,22.67,0.75,u,1,i,1.585,1,t,141,t,TRUE,400,9,FALSE
617,Female,32.25,14,y,0,ff,0,1,t,491,f,TRUE,160,1,FALSE
618,Female,29.58,4.75,u,1,m,2,1,t,122,t,TRUE,460,68,FALSE
619,Female,18.42,10.415,y,0,aa,0.125,1,f,509,f,TRUE,120,375,FALSE
620,Female,22.17,2.25,u,1,i,0.125,1,f,625,f,TRUE,160,10,FALSE
621,Female,22.67,0.165,u,1,c,2.25,0,f,1296,t,FALSE,0,0,TRUE
622,Male,25.58,0,?,?,?,0,0,f,708,f,p,?,0,TRUE
